Name,Age,GPA,Credits Completed,Year,Pathway
Joe Moore,17,2.72,1,Junior,Marketing
Andrew Johnson,19,0.98,28,Senior,Computer Science
Andrew Johnson,14,1.7,37,Freshman,Engineering
Ben Manukyan,17,2.26,18,Sophomore,Business
Amelia Fogarty,14,2.24,48,Victory Lap,Engineering
Emma Manukyan,17,1.55,35,Victory Lap,Biomed
Emily Garcia,17,0.89,29,Freshman,Computer Science
Jack Brown,14,1.09,11,Sophomore,Engineering
Kyan Moore,16,1.01,56,Freshman,Computer Science
Alexis Anderson,19,3.59,5,Junior,Engineering
Mac Davis,16,3.82,36,Junior,Culinary
Sarah Wilson,19,2.79,7,Victory Lap,Culinary
Joe Williams,16,3.92,0,Freshman,Early Childhood Education
Andrew Garcia,16,2.54,46,Victory Lap,Marketing
Danielle Garcia,15,4.17,48,Victory Lap,Business
Aiden Miller,16,2.45,16,Victory Lap,Culinary
Joe Fogarty,19,2.98,18,Victory Lap,Marketing
Max Williams,19,1.36,26,Sophomore,Early College
Mac Fogarty,15,2.66,29,Sophomore,Biomed
Ben Smith,19,3.38,31,Senior,Marketing
Sarah Johnson,19,3.32,60,Junior,Engineering
Danielle DeFreitas,15,3.45,47,Freshman,Early Childhood Education
Emma Davis,15,1.5,35,Senior,Culinary
Joe Anderson,18,0.94,2,Junior,Engineering
Alexis Garcia,18,0.94,15,Freshman,Marketing
Aiden Davis,14,0.62,4,Sophomore,Marketing
Lisa Williams,17,3.42,23,Senior,Criminsl Justice
Emily DeFreitas,16,2.82,2,Junior,Engineering
Ben Johnson,14,0.91,54,Junior,Biomed
Emma Smith,15,3.8,43,Freshman,Early Childhood Education
Lisa Brown,19,3.44,0,Victory Lap,Culinary
Noah Fogarty,17,1.42,35,Senior,Biomed
Amelia Johnson,18,3.49,54,Senior,Culinary
Lisa Wilson,16,2.05,43,Freshman,Engineering
Max Johnson,14,1.48,31,Sophomore,Business
Ben Moore,15,2.99,54,Senior,Culinary
Alexis Davis,14,4.0,12,Sophomore,Criminsl Justice
Chloe Jones,14,0.87,10,Sophomore,Engineering
Mac Wilson,18,2.64,27,Victory Lap,Engineering
Alexis Anderson,14,3.51,38,Junior,Business
Amelia Moore,15,2.96,48,Sophomore,Biomed
Sarah Jones,18,0.94,35,Junior,Biomed
Alexis Smith,14,2.28,19,Freshman,Biomed
Sarah Jones,16,1.07,34,Junior,Engineering
Emma Davis,15,1.83,29,Freshman,Engineering
Mac Manukyan,16,2.15,51,Junior,Early Childhood Education
Danielle Williams,18,4.22,53,Victory Lap,Computer Science
Danielle Fogarty,14,3.05,6,Victory Lap,Business
Andrew Anderson,16,2.24,55,Sophomore,Biomed
Emily Garcia,14,0.57,18,Senior,Engineering
Sarah Garcia,14,2.56,44,Sophomore,Biomed
Mac Moore,17,2.99,31,Junior,Engineering
Kyan Garcia,19,2.92,47,Senior,Culinary
Andrew Anderson,14,0.72,44,Junior,Marketing
Joe DeFreitas,17,2.72,23,Senior,Computer Science
Emma Miller,18,2.66,16,Victory Lap,Early Childhood Education
Mac Brown,16,0.91,60,Freshman,Biomed
Max Anderson,16,0.8,12,Senior,Computer Science
Sarah Miller,19,3.01,12,Victory Lap,Business
Chloe Miller,14,1.51,31,Freshman,Criminsl Justice
Alexis Williams,18,3.08,6,Junior,Business
Mac DeFreitas,15,1.34,52,Senior,Biomed
Lisa Brown,17,4.27,28,Senior,Construction
Joe Wilson,17,2.14,47,Freshman,Construction
Danielle Fogarty,19,3.25,7,Sophomore,Business
Emily Foster,15,1.58,8,Junior,Early Childhood Education
Aiden Smith,15,1.12,43,Victory Lap,Construction
Mac Brown,16,3.13,31,Freshman,Culinary
Amelia Wilson,18,0.35,49,Senior,Computer Science
Alexis Wilson,18,3.73,27,Victory Lap,Biomed
Bella Anderson,19,0.98,58,Freshman,Marketing
Kyan DeFreitas,18,3.87,52,Freshman,Criminsl Justice
Sarah Moore,16,3.6,13,Victory Lap,Early Childhood Education
Kyan Brown,17,2.36,36,Victory Lap,Biomed
Andrew Davis,14,1.02,5,Victory Lap,Early College
Emma Manukyan,15,1.34,55,Senior,Early College
Mac Brown,15,2.76,54,Sophomore,Culinary
Bella Moore,14,2.07,8,Senior,Culinary
Amelia Miller,16,3.38,15,Sophomore,Culinary
Noah Anderson,15,0.62,33,Freshman,Biomed
Sarah Jones,19,0.81,49,Victory Lap,Engineering
Andrew Williams,19,1.51,28,Freshman,Computer Science
Aiden Davis,19,0.69,7,Junior,Marketing
Noah Johnson,14,3.52,42,Victory Lap,Criminsl Justice
Kyan Moore,19,3.98,56,Sophomore,Business
Aiden Williams,18,0.38,0,Sophomore,Early College
Emma Smith,19,1.35,47,Senior,Construction
Sarah Williams,16,0.63,27,Freshman,Early College
Mac Anderson,14,1.42,50,Victory Lap,Culinary
Jack Garcia,16,3.69,38,Freshman,Biomed
Bella DeFreitas,14,3.46,29,Senior,Construction
Joe Jones,14,0.72,57,Junior,Criminsl Justice
Aiden Johnson,19,0.34,37,Senior,Biomed
Lisa Wilson,16,2.96,46,Junior,Early Childhood Education
Chloe Wilson,15,3.54,0,Senior,Criminsl Justice
Chloe Manukyan,17,1.42,59,Victory Lap,Engineering
Sarah Manukyan,14,3.35,3,Senior,Construction
Aiden Williams,17,0.98,32,Freshman,Construction
Sarah Fogarty,19,2.0,10,Senior,Engineering
Aiden Moore,16,0.62,59,Junior,Biomed
Ben Foster,14,0.97,4,Freshman,Early Childhood Education
Noah Garcia,19,2.0,25,Senior,Marketing
Mac Garcia,18,1.19,26,Freshman,Engineering
Max Davis,16,2.87,21,Sophomore,Biomed
Kyan Manukyan,16,1.8,16,Freshman,Early Childhood Education
Max Brown,14,0.65,23,Victory Lap,Business
Jack Anderson,14,4.21,31,Senior,Engineering
Noah Anderson,19,3.03,44,Junior,Construction
Lisa Fogarty,17,1.89,25,Senior,Early College
Bella Foster,16,2.67,14,Sophomore,Construction
Mac DeFreitas,18,1.71,52,Junior,Business
Emma Foster,18,0.99,16,Senior,Construction
Bella Brown,16,2.43,53,Sophomore,Culinary
Andrew Jones,17,2.29,48,Sophomore,Early College
Lisa DeFreitas,16,1.48,6,Junior,Computer Science
Chloe Manukyan,16,0.74,6,Sophomore,Criminsl Justice
Jack Manukyan,18,3.72,21,Sophomore,Culinary
Lisa Manukyan,16,3.78,53,Junior,Engineering
Aiden Williams,17,2.28,47,Freshman,Construction
Aiden Johnson,14,0.68,14,Senior,Early College
Chloe Davis,18,0.62,33,Sophomore,Engineering
Emily Jones,19,4.08,22,Freshman,Culinary
Kyan Foster,15,0.61,39,Senior,Business
Bella Fogarty,17,1.05,59,Junior,Biomed
Bella Brown,19,3.31,56,Junior,Early Childhood Education
Amelia Foster,18,4.08,27,Sophomore,Biomed
Aiden Moore,18,4.19,16,Junior,Early College
Sarah Brown,17,3.65,12,Sophomore,Construction
Amelia Miller,14,2.62,50,Junior,Early College
Noah Smith,15,2.93,37,Senior,Engineering
Chloe Davis,14,3.26,15,Sophomore,Criminsl Justice
Ben Brown,18,1.03,1,Sophomore,Early College
Lisa Miller,18,1.78,49,Senior,Computer Science
Emily Miller,16,2.92,40,Senior,Marketing
Aiden Miller,14,4.24,33,Junior,Engineering
Kyan Anderson,15,0.43,19,Senior,Criminsl Justice
Kyan Garcia,14,4.07,18,Victory Lap,Marketing
Max Johnson,14,3.8,46,Junior,Computer Science
Aiden Anderson,19,0.79,5,Sophomore,Engineering
Amelia Fogarty,16,2.34,1,Freshman,Culinary
Sarah Fogarty,16,2.22,7,Freshman,Early College
Aiden Davis,19,1.73,27,Freshman,Computer Science
Kyan Wilson,15,2.95,35,Victory Lap,Criminsl Justice
Emma Brown,19,1.22,59,Senior,Early College
Noah DeFreitas,14,4.29,37,Victory Lap,Business
Bella DeFreitas,19,1.53,5,Senior,Construction
Lisa Moore,18,3.77,11,Sophomore,Biomed
Chloe Wilson,15,0.51,1,Sophomore,Marketing
Max Smith,14,0.38,2,Victory Lap,Criminsl Justice
Ben Garcia,15,2.5,27,Junior,Business
Aiden Johnson,19,3.13,56,Senior,Culinary
Joe Jones,19,3.58,35,Victory Lap,Biomed
Amelia Smith,16,4.17,37,Senior,Engineering
Sarah Moore,16,2.15,53,Senior,Early Childhood Education
Kyan Foster,19,2.33,47,Sophomore,Criminsl Justice
Amelia Foster,17,1.21,55,Junior,Business
Noah Garcia,17,2.04,11,Freshman,Business
Mac Wilson,17,1.95,17,Freshman,Marketing
Mac Williams,18,1.29,16,Sophomore,Marketing
Chloe Garcia,15,2.71,41,Freshman,Engineering
Aiden Smith,19,1.88,13,Junior,Biomed
Amelia Moore,17,3.93,32,Freshman,Early College
Emma Manukyan,19,0.73,5,Senior,Construction
Amelia Wilson,16,2.51,16,Sophomore,Culinary
Joe DeFreitas,19,1.53,51,Victory Lap,Marketing
Chloe Wilson,18,0.87,3,Victory Lap,Culinary
Alexis Smith,16,0.83,9,Junior,Culinary
Amelia Anderson,14,3.78,57,Victory Lap,Biomed
Alexis Wilson,18,2.28,46,Freshman,Early Childhood Education
Alexis Smith,15,2.91,52,Sophomore,Engineering
Emily Davis,17,0.68,32,Freshman,Business
Danielle Smith,18,1.44,4,Junior,Culinary
Aiden Brown,16,4.16,11,Sophomore,Criminsl Justice
Max Wilson,17,3.89,34,Senior,Computer Science
Amelia Garcia,15,0.71,30,Victory Lap,Culinary
Jack Manukyan,18,4.19,4,Junior,Computer Science
Ben Moore,17,2.11,29,Junior,Early Childhood Education
Amelia Davis,17,1.64,47,Junior,Culinary
Alexis Smith,17,3.68,56,Senior,Marketing
Mac Manukyan,15,3.4,34,Victory Lap,Culinary
Mac Miller,14,4.17,8,Junior,Criminsl Justice
Aiden Miller,16,1.85,32,Victory Lap,Early Childhood Education
Amelia DeFreitas,17,3.57,0,Senior,Construction
Alexis Miller,18,2.82,39,Victory Lap,Culinary
Sarah Jones,15,0.51,58,Junior,Engineering
Mac Garcia,19,1.41,12,Freshman,Early College
Alexis Jones,16,0.33,60,Freshman,Construction
Andrew Fogarty,14,0.35,37,Junior,Biomed
Lisa Jones,15,3.69,44,Sophomore,Criminsl Justice
Emma Garcia,14,1.72,31,Sophomore,Engineering
Max Davis,16,1.13,40,Sophomore,Early Childhood Education
Bella Anderson,16,4.25,3,Freshman,Business
Mac Garcia,18,1.55,29,Sophomore,Culinary
Bella Davis,15,1.55,17,Senior,Biomed
Amelia Johnson,14,2.1,13,Victory Lap,Marketing
Chloe Moore,17,2.43,26,Sophomore,Criminsl Justice
Amelia Fogarty,17,1.17,21,Senior,Business
Chloe Fogarty,17,1.31,29,Sophomore,Biomed
Bella Jones,18,0.73,5,Freshman,Business
Noah Jones,18,0.52,57,Senior,Early College
Sarah Smith,16,3.17,51,Junior,Business
Joe Foster,19,3.3,13,Junior,Engineering
Chloe Moore,18,3.7,55,Freshman,Criminsl Justice
Alexis DeFreitas,14,1.43,40,Senior,Early College
Andrew Williams,15,4.27,28,Junior,Business
Emma Jones,14,2.7,29,Freshman,Biomed
Sarah DeFreitas,19,2.52,55,Freshman,Criminsl Justice
Kyan DeFreitas,17,2.7,31,Sophomore,Early College
Kyan Garcia,15,3.2,40,Senior,Engineering
Aiden Johnson,19,4.18,37,Freshman,Criminsl Justice
Ben Johnson,14,2.15,3,Victory Lap,Computer Science
Ben Johnson,15,1.67,46,Victory Lap,Culinary
Amelia Smith,18,0.32,49,Freshman,Biomed
Alexis Anderson,15,3.9,33,Junior,Criminsl Justice
Emily Davis,17,1.3,5,Senior,Marketing
Chloe Moore,18,1.99,31,Senior,Criminsl Justice
Mac Anderson,14,3.88,37,Freshman,Engineering
Emma Jones,17,1.01,28,Senior,Biomed
Alexis Miller,17,1.8,29,Sophomore,Business
Jack Williams,15,2.12,41,Junior,Early Childhood Education
Emma Smith,17,1.29,43,Freshman,Business
Emma Anderson,15,4.09,29,Freshman,Early College
Aiden DeFreitas,14,3.46,4,Senior,Early Childhood Education
Max Brown,19,3.68,18,Junior,Engineering
Lisa Johnson,16,3.21,6,Sophomore,Biomed
Emma Johnson,19,1.03,50,Senior,Business
Lisa Wilson,19,0.74,24,Victory Lap,Construction
Kyan Smith,14,1.18,10,Freshman,Construction
Bella Anderson,17,1.59,11,Victory Lap,Marketing
Aiden Smith,15,3.11,54,Freshman,Biomed
Danielle Williams,14,1.77,19,Junior,Computer Science
Emily Garcia,19,1.53,17,Sophomore,Engineering
Kyan Foster,19,1.19,12,Victory Lap,Criminsl Justice
Ben Moore,18,1.22,54,Victory Lap,Early Childhood Education
Jack Moore,16,1.13,29,Victory Lap,Engineering
Lisa Miller,17,3.18,27,Sophomore,Engineering
Sarah Fogarty,15,4.17,31,Junior,Marketing
Lisa Johnson,17,2.52,27,Senior,Engineering
Sarah Smith,16,2.87,34,Senior,Criminsl Justice
Andrew Garcia,19,0.42,13,Freshman,Business
Alexis Brown,17,1.0,36,Senior,Business
Bella Foster,15,2.06,27,Victory Lap,Business
Andrew DeFreitas,19,0.89,23,Senior,Culinary
Jack Williams,15,4.04,35,Sophomore,Construction
Emily Davis,15,0.37,48,Senior,Criminsl Justice
Jack Manukyan,18,2.28,8,Victory Lap,Culinary
Jack Wilson,15,2.0,27,Freshman,Marketing
Kyan Fogarty,18,2.06,55,Senior,Marketing
Kyan Garcia,17,0.7,29,Sophomore,Early Childhood Education
Aiden Johnson,19,1.58,44,Senior,Computer Science
Mac Anderson,17,3.72,1,Freshman,Engineering
Emma Moore,15,2.84,42,Sophomore,Culinary
Jack Smith,15,4.18,60,Sophomore,Early Childhood Education
Chloe Davis,15,0.35,31,Senior,Marketing
Max Davis,19,1.03,49,Sophomore,Engineering
Emily Johnson,15,2.13,22,Senior,Construction
Joe Foster,19,0.39,16,Freshman,Early College
Andrew Johnson,17,3.34,37,Senior,Business
Kyan Davis,15,2.98,8,Sophomore,Criminsl Justice
Emma Smith,15,2.61,0,Junior,Early College
Bella Jones,16,2.74,55,Junior,Business
Andrew Manukyan,15,1.38,57,Sophomore,Business
Emily Garcia,14,2.99,2,Victory Lap,Business
Aiden Fogarty,17,0.94,16,Senior,Biomed
Aiden Johnson,16,1.42,56,Senior,Business
Joe Anderson,19,3.43,18,Sophomore,Biomed
Lisa Moore,19,2.23,41,Victory Lap,Early College
Max Brown,16,3.98,43,Junior,Construction
Kyan Wilson,17,3.75,38,Junior,Biomed
Ben Davis,17,2.56,57,Sophomore,Construction
Sarah Brown,17,3.94,11,Sophomore,Computer Science
Mac Johnson,15,3.88,53,Sophomore,Early College
Bella Miller,16,1.97,35,Freshman,Construction
Sarah Manukyan,19,2.38,29,Sophomore,Construction
Lisa Davis,14,1.94,25,Senior,Engineering
Chloe Davis,17,1.95,6,Sophomore,Biomed
Andrew Wilson,14,0.34,45,Sophomore,Business
Sarah Johnson,18,4.25,38,Junior,Marketing
Joe Garcia,15,3.52,17,Victory Lap,Engineering
Emma Miller,14,1.6,22,Victory Lap,Business
Lisa Anderson,14,3.39,39,Sophomore,Construction
Max Garcia,17,2.22,21,Senior,Marketing
Noah Johnson,17,4.22,40,Sophomore,Culinary
Alexis Manukyan,15,2.47,17,Freshman,Engineering
Sarah Miller,15,2.73,10,Victory Lap,Engineering
Sarah Anderson,18,3.77,40,Junior,Early Childhood Education
Aiden Brown,16,2.71,57,Victory Lap,Computer Science
Emma Anderson,16,1.69,33,Sophomore,Marketing
Andrew Brown,19,2.39,38,Sophomore,Criminsl Justice
Alexis Brown,18,3.51,25,Junior,Computer Science
Sarah Garcia,19,3.44,37,Sophomore,Construction
Sarah Miller,15,0.96,25,Freshman,Biomed
Sarah Moore,16,2.75,57,Victory Lap,Marketing
Kyan Moore,14,0.43,41,Victory Lap,Computer Science
Emily Foster,17,2.7,6,Victory Lap,Early College
Joe Fogarty,16,3.17,52,Freshman,Biomed
Lisa Manukyan,16,3.18,47,Senior,Engineering
Amelia Anderson,17,4.22,15,Freshman,Biomed
Alexis Johnson,19,1.94,57,Senior,Construction
Emily Davis,18,3.92,48,Junior,Biomed
Mac Garcia,18,2.06,20,Victory Lap,Computer Science
Ben Wilson,18,1.4,4,Sophomore,Engineering
Sarah Manukyan,18,3.87,37,Victory Lap,Early College
Jack Williams,17,3.77,18,Sophomore,Early College
Jack DeFreitas,16,1.18,56,Senior,Marketing
Joe Moore,18,1.2,32,Senior,Engineering
Sarah Anderson,19,2.47,10,Junior,Biomed
Alexis Moore,15,0.54,11,Freshman,Biomed
Lisa Brown,18,1.31,3,Victory Lap,Business
Kyan Manukyan,18,2.19,31,Junior,Criminsl Justice
Emma Williams,15,3.45,11,Freshman,Culinary
Mac Johnson,17,0.44,0,Sophomore,Marketing
Ben Johnson,18,3.53,19,Junior,Early College
Bella DeFreitas,14,1.28,39,Victory Lap,Engineering
Kyan Johnson,16,1.35,25,Victory Lap,Business
Danielle Wilson,18,3.64,21,Victory Lap,Engineering
Jack Williams,17,2.06,40,Sophomore,Early Childhood Education
Ben Brown,18,4.27,8,Senior,Construction
Andrew Foster,15,3.05,54,Sophomore,Criminsl Justice
Emma Foster,15,2.93,32,Junior,Construction
Bella Moore,17,4.18,19,Victory Lap,Early College
Ben Davis,14,0.79,28,Victory Lap,Construction
Alexis DeFreitas,14,3.55,14,Victory Lap,Culinary
Noah Williams,16,2.85,51,Victory Lap,Marketing
Joe Davis,15,3.99,60,Freshman,Criminsl Justice
Chloe Miller,17,1.24,41,Freshman,Computer Science
Noah Davis,18,4.02,7,Sophomore,Computer Science
Amelia Manukyan,18,3.69,21,Junior,Early College
Jack Fogarty,19,1.0,3,Senior,Early College
Andrew Wilson,19,1.08,23,Senior,Business
Chloe DeFreitas,14,4.12,28,Freshman,Marketing
Lisa Johnson,15,3.27,25,Sophomore,Early College
Max Fogarty,15,4.02,1,Junior,Early College
Sarah Moore,17,1.39,49,Senior,Biomed
Amelia Miller,16,1.22,46,Senior,Business
Emily DeFreitas,17,0.5,16,Freshman,Early Childhood Education
Chloe Miller,16,0.95,27,Junior,Criminsl Justice
Joe Garcia,16,0.33,47,Sophomore,Criminsl Justice
Bella Williams,15,1.82,32,Sophomore,Early Childhood Education
Lisa Miller,19,0.81,40,Sophomore,Computer Science
Chloe Williams,18,3.18,27,Junior,Criminsl Justice
Chloe Brown,18,2.93,57,Junior,Computer Science
Kyan Moore,18,3.15,35,Junior,Computer Science
Amelia Johnson,17,2.05,9,Sophomore,Biomed
Ben Davis,16,1.15,10,Senior,Culinary
Jack Davis,16,1.88,29,Junior,Early College
Lisa Moore,19,2.11,60,Sophomore,Criminsl Justice
Andrew Davis,15,2.49,38,Senior,Early College
Max Manukyan,19,1.78,18,Senior,Marketing
Joe Jones,18,2.36,45,Freshman,Early College
Andrew Wilson,19,1.35,2,Victory Lap,Biomed
Mac Fogarty,18,0.37,17,Senior,Criminsl Justice
Aiden Manukyan,18,3.77,12,Freshman,Marketing
Bella Wilson,17,3.31,28,Victory Lap,Engineering
Mac Miller,18,3.37,60,Sophomore,Computer Science
Bella Garcia,16,2.61,6,Sophomore,Criminsl Justice
Joe Brown,17,0.76,46,Senior,Construction
Danielle Foster,17,3.13,59,Sophomore,Biomed
Emma Wilson,19,2.51,25,Freshman,Business
Lisa DeFreitas,16,0.71,1,Senior,Culinary
Joe Smith,16,1.9,14,Freshman,Culinary
Sarah Johnson,19,3.72,33,Freshman,Criminsl Justice
Max Moore,17,1.78,2,Victory Lap,Computer Science
Emily Williams,19,3.46,36,Sophomore,Criminsl Justice
Max Smith,19,1.83,41,Senior,Business
Danielle Anderson,14,1.3,10,Victory Lap,Early Childhood Education
Kyan Anderson,19,2.3,15,Freshman,Marketing
Lisa Wilson,18,0.78,54,Freshman,Culinary
Noah Johnson,15,3.92,56,Sophomore,Engineering
Max Moore,15,1.16,10,Junior,Engineering
Amelia DeFreitas,19,3.35,59,Junior,Marketing
Chloe Foster,15,1.27,16,Victory Lap,Criminsl Justice
Joe Anderson,18,0.47,53,Senior,Early Childhood Education
Andrew Johnson,14,3.07,20,Sophomore,Criminsl Justice
Amelia Miller,17,0.67,40,Victory Lap,Construction
Lisa Foster,15,0.41,59,Freshman,Computer Science
Chloe Fogarty,16,3.56,14,Sophomore,Criminsl Justice
Emma Jones,19,3.94,47,Victory Lap,Early College
Emily Anderson,16,3.33,31,Freshman,Construction
Max Fogarty,17,3.17,1,Senior,Early Childhood Education
Joe Anderson,18,0.78,49,Freshman,Criminsl Justice
Amelia Manukyan,18,2.28,48,Freshman,Construction
Max Brown,14,1.43,49,Senior,Biomed
Joe Miller,19,2.26,40,Freshman,Biomed
Jack Brown,17,2.42,59,Junior,Early Childhood Education
Alexis Johnson,17,2.54,45,Victory Lap,Engineering
Alexis Brown,16,0.84,43,Sophomore,Computer Science
Emma Manukyan,14,3.07,46,Freshman,Culinary
Ben Garcia,17,0.65,6,Junior,Marketing
Emily Anderson,17,4.17,54,Junior,Construction
Alexis Brown,16,2.17,32,Freshman,Early Childhood Education
Kyan Johnson,19,3.57,10,Junior,Early Childhood Education
Lisa Anderson,17,4.19,26,Senior,Culinary
Joe Johnson,14,3.46,30,Sophomore,Marketing
Aiden Smith,19,2.13,33,Senior,Criminsl Justice
Mac Davis,18,1.31,17,Victory Lap,Early Childhood Education
Chloe Fogarty,16,1.26,15,Freshman,Biomed
Emma Fogarty,17,2.52,33,Victory Lap,Culinary
Aiden Johnson,14,2.47,45,Sophomore,Biomed
Aiden Fogarty,17,1.51,49,Freshman,Criminsl Justice
Sarah Miller,15,1.51,11,Senior,Business
Emily Smith,19,4.24,11,Sophomore,Engineering
Amelia Anderson,15,4.03,0,Sophomore,Criminsl Justice
Chloe Wilson,17,1.87,29,Sophomore,Culinary
Max Johnson,19,1.31,44,Sophomore,Business
Sarah Garcia,18,3.24,31,Victory Lap,Computer Science
Emily Jones,14,0.6,45,Sophomore,Criminsl Justice
Ben Foster,15,0.67,10,Freshman,Engineering
Chloe Anderson,19,2.65,29,Sophomore,Culinary
Sarah Smith,17,2.09,47,Victory Lap,Marketing
Mac Anderson,15,0.53,4,Senior,Engineering
Andrew Williams,19,1.95,11,Sophomore,Early Childhood Education
Ben Miller,16,1.66,22,Freshman,Engineering
Kyan DeFreitas,16,0.31,34,Junior,Business
Amelia Manukyan,17,1.16,4,Freshman,Computer Science
Chloe Wilson,17,1.23,38,Freshman,Business
Max Williams,14,1.72,42,Victory Lap,Early College
Joe Fogarty,19,3.41,56,Freshman,Engineering
Sarah DeFreitas,19,3.76,33,Sophomore,Marketing
Sarah Johnson,14,2.92,59,Freshman,Early Childhood Education
Amelia Anderson,14,3.97,59,Senior,Construction
Aiden Wilson,16,2.36,29,Victory Lap,Marketing
Joe Smith,16,3.01,9,Sophomore,Marketing
Ben DeFreitas,19,2.95,42,Victory Lap,Early Childhood Education
Max Foster,15,4.01,22,Senior,Computer Science
Bella DeFreitas,16,1.49,51,Sophomore,Early Childhood Education
Emily Smith,19,2.92,22,Victory Lap,Criminsl Justice
Max Brown,17,3.12,51,Freshman,Construction
Lisa Manukyan,19,0.92,29,Senior,Construction
Noah Williams,15,1.78,35,Freshman,Construction
Max Miller,15,3.33,42,Senior,Construction
Amelia Jones,19,1.59,56,Junior,Computer Science
Danielle Anderson,15,2.23,18,Freshman,Early Childhood Education
Lisa DeFreitas,18,2.92,3,Sophomore,Early College
Joe DeFreitas,15,3.53,24,Freshman,Computer Science
Alexis Moore,16,2.05,44,Sophomore,Computer Science
Joe Smith,17,2.83,53,Senior,Early Childhood Education
Bella Smith,19,2.06,29,Sophomore,Construction
Bella Moore,19,2.72,47,Junior,Engineering
Lisa Moore,15,1.57,59,Sophomore,Culinary
Alexis Anderson,18,1.97,59,Junior,Business
Jack DeFreitas,16,2.24,13,Sophomore,Construction
Bella Miller,15,1.35,14,Victory Lap,Marketing
Lisa Miller,19,2.2,18,Sophomore,Culinary
Lisa Davis,19,1.34,29,Victory Lap,Marketing
Sarah Johnson,18,0.51,7,Victory Lap,Criminsl Justice
Max Garcia,17,0.65,17,Victory Lap,Early Childhood Education
Mac Manukyan,19,1.56,36,Victory Lap,Computer Science
Emma Jones,16,0.33,56,Victory Lap,Engineering
Chloe Brown,17,1.58,41,Senior,Early Childhood Education
Bella Smith,15,3.58,54,Sophomore,Biomed
Andrew Fogarty,16,1.12,39,Senior,Culinary
Ben Williams,14,3.51,22,Junior,Marketing
Lisa Brown,15,0.68,19,Junior,Marketing
Andrew Fogarty,16,2.86,38,Victory Lap,Business
Aiden Davis,18,3.37,54,Freshman,Marketing
Noah Anderson,14,0.58,59,Junior,Culinary
Mac Manukyan,14,0.44,32,Victory Lap,Early Childhood Education
Mac Miller,17,1.42,54,Sophomore,Early College
Emma Smith,17,3.47,3,Junior,Early Childhood Education
Emma Garcia,16,0.86,26,Sophomore,Early Childhood Education
Alexis DeFreitas,16,1.93,53,Victory Lap,Early Childhood Education
Emma Fogarty,17,1.8,50,Junior,Engineering
Joe Garcia,17,3.44,23,Freshman,Computer Science
Ben Miller,16,3.32,30,Senior,Construction
Andrew Fogarty,18,1.54,17,Junior,Construction
Emma Miller,18,4.15,56,Senior,Computer Science
Jack Brown,17,1.91,2,Victory Lap,Criminsl Justice
Joe Smith,14,4.11,9,Junior,Criminsl Justice
Noah Foster,15,1.21,28,Senior,Computer Science
Amelia Williams,14,3.64,27,Sophomore,Construction
Bella Wilson,17,1.55,49,Freshman,Biomed
Jack Jones,14,2.89,39,Junior,Marketing
Noah Fogarty,19,3.94,6,Sophomore,Criminsl Justice
Andrew DeFreitas,14,2.65,4,Freshman,Criminsl Justice
Kyan Davis,17,0.6,2,Senior,Computer Science
Jack Foster,16,2.11,54,Junior,Business
Bella Jones,17,0.81,37,Junior,Biomed
Noah Davis,15,1.89,12,Junior,Engineering
Sarah Foster,17,2.29,4,Victory Lap,Early Childhood Education
Danielle Manukyan,17,0.94,19,Junior,Marketing
Aiden Manukyan,19,1.87,16,Freshman,Early College
Ben Foster,19,3.28,36,Junior,Culinary
Lisa Garcia,18,3.84,8,Victory Lap,Business
Aiden Wilson,14,1.96,6,Sophomore,Engineering
Sarah Davis,16,3.21,19,Freshman,Biomed
Max Manukyan,16,2.86,3,Victory Lap,Engineering
Joe Wilson,15,3.11,1,Junior,Business
Joe Jones,16,3.57,42,Junior,Business
Jack Garcia,16,3.61,34,Sophomore,Business
Emma Williams,16,0.94,48,Junior,Early College
Joe DeFreitas,14,2.58,23,Freshman,Computer Science
Max DeFreitas,18,1.21,33,Victory Lap,Business
Max Fogarty,16,2.95,29,Senior,Marketing
Aiden Johnson,15,3.22,1,Freshman,Marketing
Ben Brown,16,1.64,58,Junior,Criminsl Justice
Aiden Johnson,18,1.96,38,Junior,Computer Science
Bella Anderson,15,4.26,29,Victory Lap,Culinary
Joe Williams,16,1.0,54,Victory Lap,Marketing
Aiden Brown,19,2.07,27,Senior,Early Childhood Education
Andrew Anderson,15,4.25,19,Sophomore,Culinary
Aiden Manukyan,18,2.77,38,Senior,Business
Kyan Smith,18,0.89,39,Sophomore,Business
Joe Wilson,19,1.07,60,Sophomore,Early College
Joe Miller,15,2.8,10,Victory Lap,Computer Science
Emma Smith,15,1.65,22,Victory Lap,Culinary
Kyan Williams,14,3.35,33,Junior,Construction
Lisa Davis,15,1.37,1,Victory Lap,Business
Ben Manukyan,19,1.12,21,Victory Lap,Business
Aiden Davis,14,2.74,1,Senior,Criminsl Justice
Max Smith,16,0.5,43,Senior,Marketing
Sarah Foster,16,3.52,41,Junior,Biomed
Lisa Foster,18,0.99,22,Senior,Culinary
Noah Smith,19,1.79,17,Senior,Construction
Ben Brown,19,0.96,54,Freshman,Business
Bella Johnson,15,1.87,35,Sophomore,Construction
Bella DeFreitas,14,1.72,45,Victory Lap,Biomed
Joe Johnson,19,0.51,2,Senior,Marketing
Bella Foster,19,0.97,19,Junior,Business
